# word	synonyms (comma-separated)
talking-picture	talkie
talks	dialogue,negotiation
talky	chatty,gabby,garrulous,loquacious,talkative
tall	marvelous
tall-growing	leggy
tallis	prayer-shawl,tallith
tallith	tallis
tallness	height
tally	correspond,counting,match,run
taloned	clawed
talus	anklebone,astragal,astragalus,scree
talwin	pentazocine
tam	tam-o'-shanter,tammy
tam-o'-shanter	tam,tammy
tamburlaine	timur
tame	tamed
tamed	tame
tamerlane	timur
tamias	genus-tamias
tamias-striatus	hackee
tamil-eelam	eelam
tamil-tigers	ltte
tamm	igor-tamm,igor-yevgeneevich-tamm
tammy	tam,tam-o'-shanter
tamp	tamper,tamping-bar
tamper	fiddle,meddle,monkey,tamp
tamping-bar	tamp
tamus	genus-tamus
tan	topaz
tanacetum-vulgare	tansy
tanach	hebrew-scripture,tanakh
tanakh	hebrew-scripture,tanach
tandem	in-tandem
tandy	jessica-tandy
taney	roger-brooke-taney,roger-taney
tang	flavor,nip,piquance,piquancy,piquantness,savour,tanginess,zest
tange	kenzo-tange
tangelo	ugli
tanginess	tang
tangled	tortuous
tangy	lemonlike,lemony,sourish,tart
tank	armored-combat-vehicle,armoured-combat-vehicle,army-tank
tank-ship	oiler,tanker
tanker	oil-tanker,oiler,tank-ship
tanned	bronzed,suntanned
tansy	golden-buttons,scented-fern,tanacetum-vulgare
tantalise	taunt
tantalization	teasing
tantalize	taunt
tantalum	ta
tantra	tantrism
tantrism	tantra
tanzimul-fuqra	fuqra
taoism	daoism
tap	solicit
tap-house	tavern
tapa	tappa
tape	taping
tape-recording	taping
taper	candle,wick
taper-off	fizzle
tapestry	arras,tapis
taphouse	pub
taping	tape,tape-recording
tapioca-plant	gari
tapis	tapestry
tappa	tapa
taproom	bar,ginmill,saloon
taps	lights-out
tar	pitch,seaman
tar-heel-state	nc
taradiddle	bosh,fib,tosh
tarawa	makin,tarawa-makin
tarawa-makin	makin,tarawa
tarboosh	fez
tarchanoff-phenomenon	gsr
tardily	slowly
tardy	belated,late
target	mark,objective,prey
tariff	duty
tarmac	macadam,tarmacadam
tarmacadam	tarmac
taro	cocoyam,dalo,dasheen,edda,eddo,taro-root
taro-plant	dalo
taro-root	taro
tarot	tarot-card
tarot-card	tarot
tarp	tarpaulin
tarpan	equus-caballus-gomelini
tarpaulin	tarp
tarpon	tarpon-atlanticus
tarpon-atlanticus	tarpon
tarradiddle	bosh,fib,tosh
tarry	footle,hang-around,lallygag,loaf,loiter,lollygag,lounge,mess-about,pitchy,resiny
tart	bawd,lemonlike,lemony,sourish,tangy,whore
tartan	plaid
tartarean	hadean
task	chore,labor,project,undertaking
tasse	tasset
tasset	tasse
tasso	torquato-tasso
taste	savor,savour
tat	intertwine,sleaze
tate	allen-tate,john-orley-allen-tate
tater	irish-potato,murphy,potato,spud,white-potato
tati	jacques-tati,jacques-tatischeff
tatou	giant-armadillo,priodontes-giganteus,tatu
tatter	rag,shred,tag,tag-end
tatterdemalion	tattered
tattered	tatterdemalion
tattle	blab,singing,telling
tattling	leaky
tatty	brassy,cheap,flash,flashy,garish,gaudy,gimcrack,loud,shabby
tatu	giant-armadillo,priodontes-giganteus,tatou
tatum	art-tatum,arthur-tatum
tau-minus-particle	tauon
taunt	bait,cod,rag,razz,tantalise,tantalize,tease,twit
taunting	mocking,twit
tauon	tau-minus-particle
taupe	fuscous
taurus	salim
taut	tight
tautog	blackfish,tautoga-onitis
tautoga-onitis	tautog
tautogolabrus-adspersus	cunner
tavern	tap-house
taw	shooter
tawdriness	glitz
tawdry	brassy,cheap,flash,flashy,garish,gaudy,gimcrack,loud
tawny	tawny-brown
tawny-brown	tawny
tax	revenue-enhancement,taxation
tax-deduction	deduction
tax-write-off	deduction
taxable	nonexempt
taxation	tax
taxi	cab,hack,taxicab
taxicab	taxi
taxidriver	cabby
taximan	cabby
taxing	burdensome,onerous
taxon	taxonomic-category,taxonomic-group
taxonomic-category	taxon
taxonomic-group	taxon
taxus	genus-taxus
tayra	eira-barbara,taira
tazicef	fortaz
tb	tbit,tebibyte,terabyte,tib
tbit	tb,terabit
tc	trusteeship-council
tce	trichloroethane,trichloroethylene
tchad	chad,republic-of-chad
tdt	ephemeris-time,terrestrial-time,tt
te	si,ti
tea-caddy	caddy
tea-cart	teacart
tea-trolley	teacart
tea-wagon	teacart
teacart	tea-cart,tea-trolley,tea-wagon
teach	instruct,learn
teacher	instructor
teaching	education,instruction,pedagogy
teak	tectona-grandis
teal	blue-green,bluish-green,cyan
team	squad
team-spirit	morale
tear	binge,bust,rupture,snap
tear-down	rase,raze
tearaway	madcap
tearful	weeping
tearing	vehement
tearing-down	razing
tears	crying,weeping
teary	teary-eyed,watery-eyed
teary-eyed	teary
tease	badger,beleaguer,bug,minx,pester,taunt,teasing,vexer
teased	titillated
teaser	vexer
teasing	ribbing,tantalization,tease
teat	mamilla,mammilla,nipple,pap,tit
tebet	tevet
tebibit	tibit
tebibyte	tb,tib
tec	detective,investigator,police-detective
tech	technical-school
techie	tekki
technical	proficient
technical-knockout	tko
technical-school	tech
technologist	engineer
technology	engineering
techy	cranky,fractious,irritable,nettlesome,peckish,peevish,pettish,petulant
tectona-grandis	teak
ted	teddy-boy
ted-shawn	shawn
teddy	chemise,shift,shimmy,slip
teddy-boy	ted
tedious	boring,deadening,dull,ho-hum,irksome,slow,tiresome,wearisome,wordy
tediousness	tedium
tedium	boredom,ennui,tediousness,tiresomeness
tee	teeing-ground
teeing-ground	tee
teem	pullulate,swarm
teen	adolescent,teenage,teenaged,teenager
teenage	adolescent,teen,teenaged
teenaged	teen,teenage
teenager	adolescent,stripling,teen
teensy	bittie,bitty,teensy-weensy,teentsy,teeny,wee,weensy,weeny
teensy-weensy	bittie,bitty,teensy,teeny,wee,weensy,weeny
teentsy	bittie,bitty,teensy,teeny,wee,weensy,weeny
teeny	bittie,bitty,teensy,teensy-weensy,teentsy,wee,weensy,weeny
teepee	tepee,tipi
teeter	seesaw,totter
teeter-totter	seesaw
teeterboard	seesaw
teetertotter	seesaw
teeth	dentition
teff	eragrostic-abyssinica,eragrostis-tef,teff-grass
teff-grass	teff
tegu	taegu
tegument	cutis,skin
teiid	teiid-lizard
teiid-lizard	teiid
tekki	techie
telamon	atlas
telco	phone-company,phone-service,telephone-company,telephone-service
telecast	televise
telecasting	television,tv
telegram	wire
telegraph	telegraphy
telegraphically	tersely
telegraphy	telegraph
telemetry-intelligence	telint
telephone	phone,telephone-set
telephone-company	telco
telephone-service	telco
telephone-set	phone,telephone
teleprinter	telex
teletype-machine	telex
teletypewriter	telex
televise	telecast
television	telecasting,telly,tv,video
television-receiver	telly
television-set	telly
telex	teleprinter,teletype-machine,teletypewriter,telex-machine
telex-machine	telex
telfer	telpher
telint	telemetry-intelligence
tell	distinguish,enjoin,order,recount,say
tell-apart	discern,distinguish
telling	cogent,revealing,tattle,telltale
telltale	telling
telly	boob-tube,goggle-box,idiot-box,television,television-receiver,television-set,tv,tv-set
telpher	telfer
temblor	earthquake,quake,seism
temerity	audaciousness,audacity
temp	temporary,temporary-worker
temper	irritation,mood,pique
temperamental	moody
temperature-reduction	cooling
tempestuous	raging
tempestuousness	unrest
template-rna	mrna
tempo	pacing
temporal	worldly
temporalty	laity
temporary	impermanent,temp
temporary-worker	temp
tempra	acetaminophen,anacin-iii,datril,panadol,phenaphen,tylenol
tempt	entice,lure
temptation	enticement
temptingness	allure
tenable	well-founded
tenacious	dogged
tenaciously	doggedly
tenancy	occupancy
tenant	renter
tench	tinca-tinca
tend	be-given,incline,lean,run
tendency	disposition,inclination,trend
tender	affectionate,bid,crank,cranky,fond,lovesome,sore,tippy,warm
tender-loving-care	tlc
tenderness	affection
tending	aid,attention,care
tendon	sinew
tendrac	tenrec
tenement	tenement-house
tenement-house	tenement
tenet	dogma
tenia	fillet,taenia
tennessee	tn
tennis	lawn-tennis
tennis-shoe	sneaker
tenno	mikado
tenrec	tendrac
tenseness	tension
tension	stress,tenseness
tent	collapsible-shelter,encamp
tentative	probationary,provisional,provisionary
tenth-cranial-nerve	vagus
tenting	bivouacking,camping,encampment
tenure	incumbency,term-of-office
tepee	teepee,tipi
tepid	lukewarm
tera	pidlimdi,yamaltu
terabit	tbit
terabyte	tb,tib
terahertz	thz
teras	monster
terazosin	hytrin
terce	tierce
tercel	tercelet,tiercel
tercelet	tercel
terefah	tref
teres	teres-muscle
teres-muscle	teres
term-of-office	tenure
termes	genus-termes
terminal	depot,final,terminus
terminate	end
terminated	ended
termination	ending,outcome
terminus	depot,terminal
terms	footing
terpsichore	dancing
terpsichorean	dancer
terra-firma	ground
terrace	patio
terrestrial-time	tdt
terrible	awful,dire,direful,dread,dreaded,dreadful,fearful,fearsome,severe
terribly	awful,awfully,frightfully
terrific	wonderful,wondrous
terrifically	superbly,wondrously
territorial-dominion	district,territory
territory	district,dominion,territorial-dominion
terror	affright,panic
terrorist-group	fto
terrorist-organization	fto
terry	terry-cloth,terrycloth
terry-cloth	terry
terrycloth	terry
terse	crisp,curt,laconic
tersely	telegraphically
tertiary	third
tertry	battle-of-tertry
terylene	dacron
tesla	nikola-tesla
test	essay,exam,examine,prove,trial,try,try-out
testa	episperm,seed-coat
tested	tried,well-tried
testicle	ball,ballock,bollock,egg,nut,orchis,testis
testify	attest,bear-witness,take-the-stand
testily	irritably,pettishly,petulantly
testimonial	tribute
testis	ball,ballock,bollock,egg,nut,orchis,testicle
testy	cranky,fractious,irritable,nettlesome,peckish,peevish,pettish,petulant
tetchy	cranky,fractious,irritable,nettlesome,peckish,peevish,pettish,petulant
tether	leash
tethys	aplysia,genus-aplysia,genus-tethus
teton	lakota,teton-dakota,teton-sioux
teton-dakota	teton
teton-sioux	teton
tetrahydrocannabinol	thc
tetraiodothyronine	thyroxine
tetrao	genus-tetrao
teucrium-marum	marum
tevere	tiber
tevet	tebet
texas	lone-star-state,tx
texas-armadillo	peba
text	textual-matter
textile	cloth,fabric,material
textual-matter	text
th	thorium,thursday
thai	siamese,tai
thailand	siam
thallium	tl
thank	give-thanks
thankful	grateful
tharp	twyla-tharp
that-is-to-say	namely,viz
thaumaturgy	magic
thaw	dethaw,dissolve,melt,unfreeze,unthaw
thb	bachelor-of-theology
thc	tetrahydrocannabinol
thd	doctor-of-theology
the-alps	alps
the-great-unwashed	masses
the-least-bit	at-all
the-nazarene	christ,jesus,savior
the-pits	hell
the-right-way	properly
the-states	america,united-states,us
the-tempter	devil,lucifer,satan
the-venerable-bede	baeda,beda,bede
the-virgin	mary
thea	theia
theater	house,theatre
theatre	house,theater
theatrical-role	persona
theft	larceny,stealing,thievery,thieving
theia	thea
theist	theistic,theistical
theistic	theist
theistical	theist
theme	stem,subject,topic
then	and-so,and-then,so
thenal	thenar
thenar	palm,thenal
thence	hence,therefore,therefrom,thus
thenceforth	thereafter
theobroma-cacao	cacao
theodolite	transit
theologian	theologiser,theologist,theologizer
theologiser	theologian
theologist	theologian
theologizer	theologian
theology	divinity
theoretic	theoretical
theoretical	theoretic
theoretical-account	framework,model
theorise	speculate
theorize	speculate
therapeutic	alterative,curative,healing,remedial,sanative
therapist	healer
there	at-that-place,in-that-location,thither
thereafter	thenceforth
therefore	hence,so,thence,thus
therefrom	thence,thereof
therein	in-that,in-this
thereof	therefrom
thereon	on-it,on-that
thereto	to-it,to-that
thermal	caloric,thermic
thermic	thermal
thermocouple	thermocouple-junction
thermocouple-junction	thermocouple
thermonuclear-warhead	nuke
thespian	actor
thibet	tibet
thick	chummy,midst,slurred,stocky
thicken	inspissate
thicket	brush,brushwood,coppice,copse
thickly	densely
thickly-settled	populous
thickset	stocky
thief	stealer
thieve	glom
thievery	theft
thieving	theft,thievish
thievish	thieving
thigh-slapper	wow
thighbone	femur
thin	dilute,sparse
thin-out	dilute
thin-skinned	feisty
thing	affair,matter
thingamabob	doodad
thingumabob	doodad
think	cerebrate,cogitate,guess,intend,opine,recall,reckon,recollect,remember
think-of	regard-as,remember,repute
think-over	meditate,mull,muse,ponder
thinking	cerebration,intellection,mentation,thought,thought-process
thiothixene	navane
third	tertiary
third-stomach	omasum
thirst	crave,thirstiness
thirstily	eagerly
thirstiness	thirst
thirteen	xiii
thirty	xxx
thirty-five	xxxv
thirty-four	xxxiv
thirty-nine	ixl
thirty-one	xxxi
thirty-seven	xxxvii
thirty-six	xxxvi
thirty-three	xxxiii
thirty-two	xxxii
this-evening	tonight
this-night	tonight
thither	there
thm	master-of-theology
thole	oarlock,peg,pin,rowlock,tholepin
tholepin	thole
thomas-bayes	bayes
thomas-carew	carew
thomas-clayton-wolfe	wolfe
thomas-j	hanks
thomas-kid	kyd
thomas-kyd	kyd
thomas-mann	mann
thomas-nast	nast
thomas-paine	paine
thomas-reid	reid
thomas-wolfe	wolfe
thong	lash
thorax	chest,pectus
thorium	th
thorn	irritant
thorny	barbed,barbellate,briary,briery,bristled,bristly,burred,burry
thoroughly	exhaustively
thou	chiliad,g,grand,k,m,one-thousand,thousand,yard
thought	idea,opinion,thinking
thought-process	thinking
thoughtfulness	musing,reflection
thousand	chiliad,g,grand,k,m,one-thousand,thou,yard
thraldom	slavery
thrall	slavery
thralldom	slavery
thrash	drub,flail,lam,lick,mosh,thresh
thrash-about	thresh
thrashing	lacing
thread	ribbon,yarn
threadbare	banal,trite
threader	bodkin
threads	duds,togs
threat	menace
threaten	endanger,imperil,jeopardise,jeopardize,menace,peril
threatening	ominous,sinister
three	iii,trey,trine
three-bagger	triple
three-banded-armadillo	apar
three-base-hit	triple
three-card-monte	monte
three-dimensional	cubic
three-fold	twofold
three-hundred	ccc
threefold	twofold
threescore	lx,sixty
threesome	trine
threnody	dirge
thresh	convulse,jactitate,slash,thrash,thrash-about,thresh-about,toss
thresh-about	thresh
threshold	brink,doorway,limen
thrift	parsimoniousness,parsimony,penny-pinching
thrill	bang,boot,charge,flush,kick,rush,shiver
thrip	thripid,thrips
thripid	thrip,thrips
thrips	thrip,thripid
thrive	boom,expand,flourish
thriving	booming,flourishing,palmy,prospering,prosperous,roaring
throat	pharynx
throb	pulsate,pulse,shiver
throng	concourse,multitude
throstle	mavis
throttle	accelerator,confine,strangle,throttle-valve
throttle-valve	throttle
through	done
through-with	done
throughout	passim
throughway	freeway,pike,thruway
throw	cast,shed
throw-away	shed
throw-off	shed
throw-out	discard,dispose,expel,oust
throw-overboard	forfeit
throwaway	flier,flyer,gamin
thrower	potter
thrown	thrown-and-twisted
thrown-and-twisted	thrown
thrum	strum
thrust	jabbing,lunge,poking
thrusting	jabbing,poking
thruway	expressway,freeway,motorway,pike,state-highway,superhighway,throughway
thud	clump,clunk,thump,thumping
thug	goon,hood,hoodlum,punk,strong-armer,tough,toughie
thuja	genus-thuja
thule	ultima-thule
thulium	tm
thumb	ovolo,pollex
thump	beat,clunk,pound,thud
thumping	clunk,thud
thunder	boom,roar,roaring,scag,skag
thunderbolt	bolt
thurible	censer
thurify	cense
thursday	th
thus	hence,so,thence,therefore,thusly
thus-far	heretofore,hitherto
thusly	so,thus
thwack	smack
thwart	baffle,bilk,cross,foil,frustrate,queer,scotch,spoil
thwarted	foiled
thwartwise	transverse
thymus	thymus-gland
thymus-gland	thymus
thyroid	thyroid-gland
thyroid-gland	thyroid
thyromegaly	goitre
thyrotrophic-hormone	tsh
thyrotrophin	tsh
thyrotropic-hormone	tsh
thyrotropin	tsh
thyroxin	thyroxine
thyroxine	t,tetraiodothyronine,thyroxin
thz	terahertz
ti	si,te
tib	tb,tebibyte,terabyte
tiber	tevere
tibet	sitsang,thibet,xizang
tibia	shin,shin-bone,shinbone
tibit	tebibit
tibur	tivoli
tical	baht
tick	ticking
ticker	stock-ticker
ticket	tag
ticking	tick
tickle	tickling,titillation
tickling	tickle,tingling
ticklish	touchy
tidal-bore	aegir,eagre
tidbit	choice-morsel,titbit
tiddler	child,kid,tike,tyke,youngster
tiddly	potty,tipsy
tidings	intelligence,news,word
tidy	goodish,goodly,healthy,hefty,kempt,respectable,sizable,sizeable
tie	bind,connect,linkup,necktie
tie-in	associate,link,linkup,relate
tie-tack	tiepin
tied	laced,trussed
tiepin	scarfpin,tie-tack
tierce	terce,trine
tiercel	tercel
tiff	bicker,bickering,fuss,pettifoggery,spat,squabble
tiffin	lunch
tiger	panthera-tigris
tigers	ltte
tight	mingy,taut
tighten	fasten
tights	leotards
tiglon	tigon
tigon	tiglon
tike	boor,child,kid,minor,nipper,shaver,small-fry,tiddler,youngster
til-now	heretofore,hitherto
tilapia-nilotica	bolti
tilia	genus-tilia
till	cashbox,money-box
tillable	arable
tiller	cultivator
tilt	angle,controversy,joust,lean,slant,tip
tilted	atilt,canted,leaning,tipped
tilting-board	seesaw
tim-leary	leary
timber	lumber,timbre
timbre	quality,timber,tone
time	clip,metre
time-being	nonce
time-interval	interval
time-out	respite
time-period	period
time-tested	tried
time-to-come	future
timeworn	banal,trite
timidly	bashfully,shyly
timorous	trepid
timothy-francis-leary	leary
timothy-leary	leary
timur	tamburlaine,tamerlane,timur-lenk
timur-lenk	timur
tin	can,sn
tin-can	can
tinca	genus-tinca
tinca-tinca	tench
tinct	tinge,tint,touch
tincture	tint,vestige
tinea	genus-tinea
tined	pronged
tineid	tineid-moth
tineid-moth	tineid
ting	tinkle
tinge	mite,tinct,undertone
tingle	prickle
tingling	tickling,titillating
tink	chink,clink,tinkle
tinker	mess-around,monkey,monkey-around,muck-about,muck-around,potter,putter
tinker's-dam	shucks
tinker's-damn	shucks
tinkle	chink,clink,ting,tink
tinkling	tinkly
tinkly	tinkling
tinned	canned
tinny	cheesy,crummy
tinsnips	snips
tint	shade,tinct,tincture,tone
tiny	bantam,diminutive,flyspeck,lilliputian,midget,petite
tip	lean,tilt
tip-truck	dumper,tipper
tipi	teepee,tepee
tipped	atilt,canted,leaning,tilted
tipper	dump-truck,dumper,tip-truck,tipper-lorry,tipper-truck
tipper-lorry	dumper,tipper
tipper-truck	dumper,tipper
tipple	draught
tippy	crank,cranky,tender
tipster	tout
tipsy	potty,tiddly
tiptop	a-one,ace,crack,first-rate,super,top-notch,topnotch,tops
tipu	pride-of-bolivia,tipu-tree,yellow-jacaranda
tipu-tree	tipu
tire	bore,sap,tyre
tired	banal
tiredly	wearily
tiredness	fatigue
tiresome	boring,irksome,tedious
tiresomeness	tedium
tiring	exhausting,wearing,wearying
tiro	beginner,initiate,novice,tyro
